Essay Number,Organization,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Prompt,essay,n_score
CNUK4024,3.0,3.5,,,,,Television is the opium of the masses in modern society. Discuss.,"
In the generation of information explosive, Television is inevitable in every family. Huge amount of information are delivered through this media, such as news, soap opera, documentary, film etc. People can easily watch what they want by just pressing a button on the remote control. However, some people may say that television is the opium of the masses nowadays. Is it true? 
In most cases, watching TV becomes a relaxation activity. People usually watch TV in their leisure in order to release their working pressure. Therefore, to entertain, broadcasting companies provide soap operas and films to the public. However, what are those films and soap operas talking about? In fact, many of them are puffed out with violence and sex. Many popular films imply the messages that the police force is useless, people have to protect theirselves resorting to force or killing someone who against me. Even in cartoons, violence can also be easily found. For example, X-MEN, Batman, Teenage Mutant Ninja Turtles and The Transformers. These cartoons are all encouraging the use of weapons. That is the reason why there are always some crimes about teenagers brought guns to school and shot their classmates and teachers without any motivation. On the other hand, sex is also a fatal poison that can be easily found in TV programs. Most of the time, sex is decorated to be very beautiful. If two persons love each other, they can have sex. No matter they are couple or not, they can have sex. The most dangerous thing is : the sequent is always be neglected. Pregnant before marriage, abortion and infection of Sexually Transmitted Disease (STD) become serious problems nowadays. Therefore, in the aspect of content, television is absolutely the opium of the masses.
Besides, television is the opium if people watch it without continence. Since television provides different kinds of interesting programs 24 hours a day, 7 days a week, people can easily lose their control in watching TV. According to the findings of a survey about the time teenagers spent in watching TV which done by the TIME magazine in 2003, the teenagers in UK spent average 3.5 hours a day in watching TV. There are over 20% of 30000 interviewees said that they have been sitting in front of the TV for more than 7 hours in one day. Undoubtedly, non-stop watching TV would certainly affect one's working or studying quality. In addition, spending long hours in TV programs would affect one's working energy, lower the concentration on works.
Nevertheless, television can be useful. People can keep updating what is happening in the world by the news report. In some countries, there are educational TV programs broadcasted by educational department.
However, due to the amount of disadvantages is more than advantages, it is totally logical to say that ""television is opium of the masses nowadays.""
",0.6666666666666667
CNUK4025,3.5,4.0,,,,,Television is the opium of the masses in modern society. Discuss.,"
'It is a waste of time watching television.'
'There is nothing good on television, try to do something else instead.'
Very often sayings like these can be heard. It is not rare to have someone who sees the television as a bad thing in the modern society and some even equal television, very unfortunately, with the powerful drug 'opium'.
Those who regard television as opium always complain that there is nothing good on television. They stress that television programmes are broadcast one after the other and thus it is a waste of time watching them. Despite this, a careful study of the daily programme schedule would reveal that the television, indeed, acts as a good source of information. There is a wide variety of television programmes - the news reports give accounts of what is happening in all parts of the world, the financial reports provide details about how the stock market is doing, and the weather forecasts suggest what the weather will be like in the next few days. Given that all these are crucial to daily life, the television conveys a lot of useful information that cannot be missed out.
Apart from giving out the information essential to daily life, the television is an important source of entertainment as well. Talk shows, films, comedies and cartoons provide a chance for viewers to relax and have fun after a busy day's work. Although for some people, the word 'entertainment' has a different meaning - to be with others, like going out with friends, chatting with them at a bar, or doing some outdoor activities together. What is important to note is that these activities, as they have suggested, cannot be carried out alone and have strict restrictions about when and where these can take place. The television, on the other hand, has no such restrictions. It is different, making it possible to be entertained at anytime in anywhere. So it is a major source of entertainment, no matter on one's own or with friends.
Another major benefit of the television is that it can be educational and a lot of programmes on television are meant to be so. Features about scientific researches and documentaries about events in the past all offer valuable learning opportunity to viewers. It is understandable that there may be worries about the quality of the television programmes reducing the educational value they offer, as they are not produced by any education institution. The very fact is that, the government is constantly monitoring the programmes broadcast on television, any programmes that fall below standard would be banned before the television stations can put them on air. As a result, the programmes broadcast on television are up to standard and can offer chances for viewers to gain new knowledge.
The television brings in a lot of advantages. It acts as an essential source of information and entertainment, telling viewers what they need to know as well as generating excitement for them. What is more, it can even be educational, offering opportunity for viewers to learn. The television is, actually, one of the most important inventions ever created in the modern society - it is not 'opium' at all.
",0.8333333333333333
CNUK4028,3.5,,,,,,Television is the opium of the masses in modern society. Discuss.,"
Some say television is the opium of the masses in modern society. Why do people say so? Mainly, it is due to its mass influence to the society. In some extends, television stop people from walking out their doors, guide people to material-oriented and self-centred.
In this decade, television becomes an essential item in every family. People are even having a television set in their own rooms. I.e., each family member could enjoy his or her own interested television programme privately. Therefore, different varieties of television programmes are produced in order to suit different needs of every viewer. Today, when you turn on your television, you would have many channels to choose from, such as Sport channels, MTV channels, News channels, Movie channels, etc. The variety of programme is as much as you cannot imagine. Since television programmes have become much more attractive and influencing than ever it is, watching TV programmes becomes a daily routine of many people. In some cases, people even feel sick if they leave the TV off, just because they have already developed an addiction on television.
Probably being addicted to television may not be the whole picture. However, People are spending most of their leisure time or even all their time on watching television rather than doing any other social activities. It is because television provides all sources of information for them to know the world and entertainment to get rid of bore. In such a way, people might turn to self-isolated and non-communicative.
On the other hand, some of the television programmes are really educational, relaxing and worth watching, however, some of them are really bad, which contain for example, disturbing scene or use of coarse language, which are not suitable for all members of a family, especially children. Although there is categories guidance shown in the beginning of those television programmes for viewers, for example, ""Parental Guidance for scene of violence"", how many families are really still watching television together these days? How many kids are really able to receive guidance when watching these scenes? Kids are instilled with the violent behaviours and misuse of languages from time to time; misbehaviours of teenage may be a result.
Besides, there should be no doubt that television is the most powerful advertising media. Nowadays, company uses not only TV commercials to promote itself or its products but also sponsorship on television programmes, like sponsor on actresses' clothing. The effectiveness of the two advertising strategies is not going to be discussed here, but anyhow both of them bring forth a sense of materialism through television.
Nevertheless, some people are counter arguing that television is no long the opium of the masses in modern society since the extensive use of Internet. In my point of view, I believe that Internet has a great deal of influence over the society especially among the teenage group, but speaking of a whole of the society, Television is still in the leading role of influencing people.
",0.8333333333333333
CNUK4029,3.0,3.0,2.5,3.0,2.5,3.5,Television is the opium of the masses in modern society. Discuss.,"
Television is said to be the opium of the masses in modern society. According to the researches in recent years, there are figures showing that modern people are addicting to the television, especially the city dwellers. They have nothing to do but watch TV after hours of work in the daytime. But why do they get hooked on watching TV? It could be attributed to a few reasons. We are going to take a closer look at it and find out the reasons behind.
Since the invention of television in the last century, it has become more and more popular through the decades. Not only has the technology of television entered a new era, but the cost of manufacturing a television dropped steadily throughout the years. It has led to the popularity of television. We could see the statistic that every household owns at least two televisions on average in the United States of America. Due to the relatively cheap price, television has thus become one of our major entertainments in the past one hundred years, not to mention its by-products such as videotapes and TV games, etc.
The popularity of television has also boosted the commercial activities by facilitating the propaganda of consumer goods. It has laid the road for the prevailing advertising and marketing of goods in the 20th century. The advertisers have applied all the promotional gimmicks so as to attract as many customers as they could. Most of the advertisements are, therefore, interesting and appealing to the audiences. Some of them are even of great success that making a trend in the society. Since it is inevitable for us to escape from the adverts in today's business world, television, remaining the main channel for adverts, has thus become part of our lives.
Nevertheless, could we then conclude that television is the opium of the masses in modern society? The answer is obviously ""No""! Though there are quite a lot of violence and pornography on television nowadays, we could still find the many beneficial TV programmes. For instance, TV programmes like Discovery Channel, National Geographic Channel and the educational programmes for children are a good proof against the statement.
Moreover, there are lots of supervision units for the content of TV programmes all over the world. There is definitely an international system controlling the quality of TV programmes despite its little variation in the standard of judgment among the countries. In my opinion, the market, itself, is the best indicator of consumers' preference. If one does not like to watch a TV programme, no one could make him do!
Undoubtedly, there is a substantial amount of people addicting to television in the modern society. However, whether television benefits or does harm to a person depends solely on oneself. One does have the absolute power and freedom to choose what he or she wants in a commercial world. Therefore, television is not the opium of the masses. It only plays a relatively neutral role in terms of an information transmitter in modern society.
",0.6666666666666667
CNUK4033,3.0,2.5,,,,,Television is the opium of the masses in modern society. Discuss.,"
Television is a great techology in today life, nobody can live without a television, even if we on travel on plane or car, we still get the updata information from the little scream front of us. Nobody can live without it even 3 years old children can tell you 100 of advantage to watch televisions, but is it as useful as we been told by?
""Television is the opium of the massess in modern society"" is the view of most of the parsents and tecahers, althought most of the parsents are try very hard to keep their children away from it, but children's eye can't really take off from the scream. That is also the main reason most oof the children have the eye illness. Not only the children can't take off their eye, even the working people can't as well. Businessmen watch it for getting the updade new from the stock market or the goveronment, housewife get the living style and cooking receipts from it, children have a famous cartoons to watch and most of the non english speaker are use the teletext to learn english, so how boring the life will be if we live without a television with us.
In other hand television is one successful techology which product from the 18th centries. From watching the television, we will be able to know about the news, living style, sports and enternment, is like a ""talking and colouring"" newspaper. People will learn and know lots from it everyday but wacthing. Furthermore, British people are so lucky that they have the most famous and powerful televeision company in UK which is BBC Television. BBC have a long history to product the TV program and the their news are very famous around the world also it been show on most of the plane's TV channel. Rather then that some famous programs like animials living are even showing on other countries TV channels. But is it a good idea to watch the teleision without the normal social life?
As we know, most off the teenager fancy to use internel, from the research showing that the time they spend on the internet are father more then the time they sleep. That is affecting their social skill and the communication skills with the other people. That is the similar situation in here, most of the people been spend too much time on the machine rather then other things etc, even they don't know what program are they actually looking for, but they still will spend the whole hour or night to sit front of it. That why they confuse the time been going past so far, in other words they are weste their time by looking all the rubbish. Although we know the television can change our life of living, but we have to truth that as one of the enternment machine only rather then a main part of life, then that will be more fun and enjoyable to watch it.
",0.6666666666666667
CNUK4036,3.0,2.5,,,,,Television is the opium of the masses in modern society. Discuss.,"
Everyday, after a whole day hard work, every time when you feel so boring, every weekend when you want to enjoy some new films but you are too tired to go to cinema, what would you like to do? Television, yes, it can help you relax and entertain you properly.
I believe that television is one of the greatest creatures in the 20th century in the world. It has brought us so many conveniences and delight although we can not deny that also there are some disadvantages exist.
In my opinion, nowadays, the majority of people watch TV every day. We can catch what has happened in the world, we can know what's the weather like in advance, we can enjoy a lot of wonderful films and TV plays, we can study how to cook with some TV programs, we can learn some new knowledge with some educated programs.
Anyway television has become a very important medium in the modern world, to some degree we can not live normally without a television.
Of course, every coin has two sides, no exception of television. According to some news, a lot of people felt that television has made the relationship of family much colder than before, they complained that people presently watch TV everyday after dinner, they reduced conversation and communication, they are not so closed like before. So some problems has been appeared in some families. But I think we also can make our relationship much closer through TV. We can enjoy the program together, we can laugh at the program we can cry for the touching clue, we can share our feeling together, so that we can understand each other more.
Some parents maybe complain that their children like watching TV too much, it is harmful for their health especially for their eyes, that is really a serious problem, as some children do watch TV so much. And some parents worried that some bad program maybe give their children bad influence. Their worries are reasonable. But I think as long as the children can watch TV under the correct instruction, that will be beneficial for them. TV can give them more knowledge and more imagination. I believe that some good program can discover more of your potentialities.
As the developing of technology, more and more advanced televisions were produced. Some of them are very small you can bring them with you wherever you go, you can get the latest news and information in time. Some of the new televisions are very big, you can watch a VCD or DVD at home, the result just like seeing a film in a cinema, but you need not go to the cinema, it can save you money and time and make you freer.
In one word, I am convinced that the advantages of television are much more than the disadvantages, only if you can use it correctly. It is not a really opium, that is a great invention.
",0.6666666666666667
CZKR1001,3.0,3.0,1.5,1.0,2.0,3.5,"Some people say that in our modern world, dominated by science and technology and industrialisation, there is no longer a place for dreaming and imagination. What is your opinion?","
Some people say that in our modern world there is no longer a place for dreaming and imagination. This opinion is very similar to mine. I would say that there is a place for dreaming in our world but it still disappears.
It is true that not only science technology is blamed for that state. Not only technology and industralisation rob a man of time for dreaming and own notions. It depends also on the individuals themselves. Many people live in a hurry. They are swallowed up the time. They adapted and got used to living and acting like robots. Dreaming, imagination do not exist for them. They perceive only dry everyday reality. Of course, it is necessary for a man to survive nowadays. I agree that we must perceive the reality of the present days carefully but ...... Is it really all for our life on the earth? Is it really the most important thing for us to live a happy, satisfied life? No, in no case. I think this kind of people is deprived of something unreal, which is born only in our heads.
Dreaming and imagination help a man to have own secret world and look at the real world by rose-tinted spectacles. It is pleasant, beautiful, especially when we are feeling bad and sad. Everybody has its ups and downs? An escape to dreaming often seems to be a miracle or a medicament for the tender spots.
I should say that there are differences among people. Some of us are too emotional, romantic, they live over every situation. On the other hand some of us are rationalists. They are far enough from dreaming, emotional feeling. Maybe they think that dreaming is not suitable for the modern world. Some of them are ashamed of that. They consider it anachronism. Is it truth at all? Believe me, I know the people like that.
The emotional individuals like dreaming very much. It plays a great role in their life style, in spite of the fact that the time is cruel and merciless to romanticists. It is clear that it is not good to be too romantic, emotional, dreamy. Unfortunately this world does not belong to dreamers.
I think a man should be a half of a romanticist and a half of a racionalist. Then s-he is a happy being. In my opinion everybody dreams. Somebody had a dreaming time in its childhood, especially in the mature age. Teen-agers have their heads full of dreams, their feelings are in contrary to the real world. They feel unsatisfied, disappointed, lonely and so on. We, adults know and understand that. It is natural behaviour of adolescents.
What is an attitude of schools to imagination? How do the institutions for education develop pupils' and students' imagination? A traditional school is the traditional one. Unfortunately most educational institutions lag behind with the developing of imagination which is one of the most necessary parts of education. Why? The young generation will soon become a leader in our society and it is important to be able to develop imagination not only in our private life but also in all spheres of a social life.
Most schools neglect the creative side of children. Theoretical information, learning by heart are more prefered than own creativity of children. I should say that there are several new educational institutions in the Czech republic which try to develop mainly creativity, imagination/own opinions, attitudes, ideas/ of their charges. They want to be based on the different bases than the traditional schools.
I think family, parents have a big influence and responsibility to develop their children's imagination, creativity. They are the first teachers of their offsprings. But many families are not aware of that task. Many parents do not pay attention enough to their children.. The do not speak too often about children's problems, notions, ideas, dreams, opinions. It is true that women-mothers are always busy. It is not only important, useful but also beautiful to talk to our offsprings. They surely wait for it. The small children like to open their hearts and parents have a chance better to recognize them. I have the idea that the hours spending with a child are never wasted. They are the happiest ones.
I would like to make the conclusion of the topic. This one was very interesting for me. I would wish the human qualities as own creativity, imagination, dreaming, feeling; the ability to put oneself in the place, live over something and so forth will win over the mechanized world full of the human robots.
",0.6666666666666667
CZKR1003,3.0,3.0,2.0,2.5,,,All armies should consist entirely of professional soldiers: there is no value in a system of military service,"
In this rational world where almost everybody seems to think rationally especially about things concerning money 1 have sudendly found that people act highly irrationally if they have non-professional army. Every professional army draws a big sum of money from national gross product. And what about non-professionai armies? If they have every single year new men. And they are not trained and prepared to work with military hardware as the professional soldiers. They can easily cause a great damage or misfortune. 1 know several cases when a soldier injured or even killed his colleague because he did not know how to operate his gun properly. What a luck we do not have nuclear weapons. Military service lasts for one year now. 1 think that in such a short time period soidiers are not able to acquire habits how to do their job correctly. 1 think if they were professionais they would not need as much money as they do now.
But the question of money is also closely connected with the time that the young men have to spend in their military service. All of them have just finished ther studies, their training for their future jobs which they want to do ali their lifes. They have been trained, they have been prepared, they are ready and they have to fullfill their honourable duty - to lost at least one year in some nonsense institution that is calied army. lfyouareforexamplecvilengineeryouwilispendtheyearlistenningtosome orders instead of projecting new buildings, bridges, etc. After this year you will forget a great part of your universit knowledge. If you wants to run your own business and you a great idea, you almost have the money you need and it is the right time for you to start you have to put it off till next year and it is usually late. And the same goes for any other occupations - teachers, carpenters, doctors, artists, bricklayers.
And the worst problem with military service have the young marrages with children. Some of them got married during their studies at universit. They do not usually have their own fiat and their have to live together with their mothers and fathers-in-law. Terrible. They do not have enough money because he or she or both of them have just graduated. They cannot find a job. Their child is often ill. Mother usually stays at home with the kid at least for a year or two. And in such a situation father has to do his military service. Of course, he can ask for deferment. He can get a deferment for a couple of years. And the government promises that in such cases father will be placed near the family, not further than 20 kilomtres away from their hometowns. But ib 1 know a family where the husband is more than 200 kilomtres far from home. Their military service lasts only for five months. What can they learn in such a short period? The officers often know it and so the solders just spend 5 months killing their time by reading books or lying on the beds and doing nothing. What is the reason of taking away the head of family? The only person that is able to earn some money. Well, the family gets a smala amount of money from government but it is only minimum of living standart.
So I say: ""Let""s stop the military service. And what more. Let's dismiss the army at all.""
",0.6666666666666667
CZKR1004,3.0,2.5,,,,,All armies should consist entirely of professional soldiers: there is no value in a system of military service,"
People have waged wars since the very beginning of their history and we can never explain why - simply God made us free to choose between good and evil. Many people have always been choosing the latter and the others have had to defend themselves. At first men had to protect their families and small communities from conquerors or plunderers. They knew exactly who they fought against.
Some time later big politics started to play the most important role. Emperors put together their mercenaries; these were the first proffessional armies. There were people who wanted to make money this way or who enjoyed this way of life.
Then another historical break came: someone introduced compulsory military service because the proffessional armies armies were not enough for more and more wars. Till now men in many countries have had the duty to serve in the army and in case of war to kill people. This duty has often been called a matter of man's honor, an opportunity to show one's patriotism etc.
The problem is that men fought because the mighty decided to solve their political problems by war. Even when a State started a defensive are men had to kill other men and the abstract idea of the other State violating their peace did not help them much. The other men could have been their peers, they may have had the same opinions, the same ideas, they may have had wives and children and soldiers defending their country had to kill them though they had nothing against them except that their political leaders had sent them to war. The impersonal kind of war had its peak in WW2. After that it looked like another war of this kind was being prepared. But fortunately the cold war ended peacefully. The wars of present time (Bosnia) seem be similar to those old wars of man against man.
Logically, the next period should be a period of peace, not only because people will choose to be good but also because they will realize that another war would be the end of the mankind. This means that no armies would be needed. Is that possible?
The future will show us whether people are able to grow up. Before this mature period comes armies will have to exist. It is however obvious that forcing people into army is a violation of human rights. There are various reasons fro rejecting the military service. It may be your religion, your character, unwillingness to fight or just a fear that you won't be able to sustain psycliniclal and physical hardships of military service and though you have the theoretical right of any religion and philosophy you cannot use it. This is a big paradox of modern period: you are proclaimed to be free and from your childhood you are encouraged to think and act freely, but actually you cannot really do so in your life because there are many things you can't avoid such military service. That's why the solution would be to introduce proffessional armies in all the countries of the world. A partial solution of that problem was the introduction of the alternative military service in some countries including the Chech Republic. The concept of it is that those who can't cope with the standard service must take a job in the place where they live. It is usually a sort of medical or socially beneficial work that is twice as long as the standard service. So there is a way to avoid the army. Still we should understand it as a temporary state before forming solely proffesional armies. And finally, the time when there are just proffessional armies can be understood as a temporary state before we do not need any armies at all. We can only hope that this time will come.
",0.6666666666666667
CZKR1005,2.5,,,,,,"Some people say that in our modern world, dominated by science and technology and industrialisation, there is no longer a place for dreaming and imagination. What is your opinion?","
The human imagination has been till now the most perfect and unbeaten computer of the world. After all brainwashing by computer games, video, TV and mass advertising it can't be replaced by any computer or robot.
Really? Is it really still true? I remember a sci-fi story which I've read several years ago. A lonely woman, operator, by chance got acqainted with a man by phone. Their phone-calls became more frequent and the woman thought that she had finally fond someone, she would like to stay with, someone who understands her and accepts her. What was strange was that the man always avoided meeting her and he didn't even want what he looked like. The curiousity and the desire to see her beloved made the woman search for his phone number. What a shock it was to find out that her friend was a computer!
The present science and technology have accomplished so incredible things that we could even hardly dream about several years ago. Scientists experiment with so delacate materials as the genetic information and brain cells are. Don't they fear that once they'll reach the top, they'll have created a perfect robot which will be not just a perfect copy of human body but also a copy of human feellings and ideas?
Some people say that in our modern warld there is no longer a place for dreaming and imagination. But on the other hand there is exactly the same number of people who thing just the opposite. They realize very well the danger which goes along with the technical progress. They try to draw our attention to it and fight against it with their own means.
Arts have always been a way of a balance and resistance to modern world. Artists have been expressing their opinions towards science and technology. Apart from a few euforic periods when they glorified them they usually warn against them. Take Jules Verne as an example. How many of his utopic visions have come true! Certainly many sci-fi writers could have become the prophets of modern era.
Remember how many poets wrote ethusiastic poems about technical civilizations. And what conclusions did they arrived at in the end of their work? They usually glorified the nature and natural life of people far away from the technical world.
Why are present people becoming more and more interested in ancient myths, philosophy and religoin of the Orient? Perhaps it's the archetypal need of man to whom modern science failed to answer the most crucial question of human existence, the need return to the very beginnings when the white was white and the black was black.
Look at the present film production. What makes a commercial film successfull? The story which is put into an interesting setting somewhere in the Universe, exotic country, ancient history or unexisted world of fairy-tales, shortly in the environment which we can hardly know and which incites our imagination, But this presentation and imposition of some topics could be risky because the choice of topics for dreaming is limited. If kids are attacked by dinosaurus, turtles and Barbies from all directions their imagination is preset. The children aren't able to choose the right for them. Their parents should protect them from pressure. I know that it isn't easy to persuade children with quite a high level of technical education that the magic carpet and wand existe. But they also long for romantic stories. If some classic film fairy-tele appears in cinemas it's always a box-office draw.
You needn't be a fanatic freudian to understand that human creativity and taste have their roots in the early childhood or what you learn in the childhood accompan you for whole your life.
But there is another problem. Can arts protect themselves from the influence of science and technology? We know that already exist computer programmes which are able to write books and draw pictures themselves. Could happen that the most important element in arts - the man - will be useless?
Now let me quote several words from I-t'ing: ""We can't loose what really belongs to us even if we threw it away.""
We have strive to protect the most important assets we have - our mind. Once it could be stollen to us.
",0.49999999999999994
CZKR1007,2.5,2.0,,,,,Feminists have done more harm to the cause of women than good,"
""Feminists have helped women to be free and independent but they have made them unhappy"". This has been repeated in American media for last several years. Such hints have appeared in Czech press too, though feminist movement has not influenced our society much yet. Susan Faludi writes about this phenomenon in her book ""Backlash: The Undeclared War Against American Women"". She says that many women do not want to call themselves feminists, though they think women's movement is still neccessary. Faludi claims it is not feminists but the continuous campaign of the White House, press and Hollywood against feminism, who are to be blamed for women's unhapiness. Who is right the, Faludi or media?
Nothing in life is so simple. The answer is much complicated and the causes of the problem lie deep in our minds. People of the end of the 20th century are used to systematic thinking. The flow of information is overwhelming and we are afraid of the complexity of the world. That's why we need to put everything in a group: works of arts, ,people, their opinions, ideas. Everything has to be classified, everything has to be clear. If you say something that is considered a feminist idea, then you are proclaimed a feminist. If you say something against feminists, you are proclaimed sexist. Never mind what your doings are; what other people think you are - that is what matters most. This systematizing the world brings people relief; they believe they have beaten the complicated and hardly understandable world. But the result is not so pleasing: we do not understand one another.
Why don't we understand one another even when we use the same words? We speak in categories and classes when we discuss a problem. But everybody has a slightly different idea of the same category or class and eventually we do not speak about the problem but about what we mean by our words.
We can use a metaphor to describe this incident: we buy wine according to the label on the bottle (without being able to tell the difference), and also we do not discuss the quality of wine but the brand of it.
As far as feminism is concerned, the result of such attitude is blaming feminists for women's unhapiness. What is actually feminism. It came into being in 19th century when women were totally dependent on men, could not vote and work. Suffragettes are also classified as feminists (this women's movement at the turn of the century became famous for its agressivity), as well as other movements in the 30s or 60s, some of them very radical. S. Faludi says that during the feminist revolution in the 70s feminism was understood as an effort to bring women the same rights that men have always used. Carola Biedermannova; a Czech feminist answers the same question this way: ""Feminism is making women's economic, political and social rights work in real life."" Those definitions are the same as one definition in Webster's dictionary: ""organized activity on behalf of women's rights and interests."" But definition 2 says that feminism is the theory of the political, economic and social equality of the sexes.
Well, what do we mean when we say someone is a feminist? Does that mean that he or she fights for women's rights or that he or she only believes in the equality of the sexes? We cannot blame a group of people for something when we don't even know who belongs to this group.
No, it is not feminist's fault that some women are unhappy. It is obvious that women needed their movement because they were not socially free. Now they are or at least they can e. If they are unhappy, it is neither feminists' nor anti-feminists fault. The reason is in them and in all of us who cannot get rid of the old view of woman. Our attitude towards woman does not accord her new position in society. But this is not a political problem, it is a problem of human culture, a problem of bad communication.
We should strive for making our communication work again. It is no use to contemplate whether someone fits to a certain category, either feminist or sexist. We should rather try to listen to what he tells us and how we can help him. Then we will understand one another.
",0.49999999999999994
CZKR1009,3.5,2.5,,,,,"In the words of the old song: ""Money is the root of all evil""","
Money - for one a big trouble for another a possibility to buy almost everything. Since it has been established money became a need for all people.
Money is a reward for our work, money can be a theme of a novel or a film, sometimes money is also a scale of somebody's success or station and unfortunately money can be a reason of a crime. You can hate it you can also condemn it but you must have it because you need it. Where is the mistake? In money, man, in human society, in economy or in government? I do not know and I also do not now any solution because I can not imagine a society without money yet - it was only a communistic Utopia. Money is still needed to assess results of human work but I think that society should lead each person to arrange his or her own scale where not money but morale is in the first place, where human life has the greatest value, where love and human honour can not be bought for money.
Money is important in our contemporary society but it is not the most important thing. Who says that money is not weighty he or she is a dreamer. Without money you unfortunately can not buy meals, clothes, books, car, house, flowers or a small thing which makes you pleasant. I thing that money can make one independent. You need not live in a stereotype, you need not be worried about your job, salary, accounts and debts. You can take holiday everywhere, you have much more opportunities how to spend your leisure time. But you can not buy love, health, friends or feelings.
Who affirms that money is the most important thing he or she is an agnistic person without possibility to feel something or believe in something or somebody, he or she became a slave of money and he or she would de everything to have it. People like this exist all over the world. They can kill because of money, they can steal and rob, they sell drubs to young people, they organise prostitution, they do business with arms and weapons, they blackmail others, there is a coruption in this world - this is that evil because of money; Why does it exist? I do not know why but I mean that the evil is not money - this is only reason - the evil is in people.
But I believe that people can overcome it. They have to improve relationships among them, they should regard each other, they should not avoid feelings, they should educated their children in love and in morale and in respect of our life and life of other people, they should teach their children to find the real beauty in small, common, everyday things. They should believe in something. People should not measure a person according to his or her money, they should find inside them because not that one who has the most money must be the best but the one with the great personality.
",0.8333333333333333
CZPR2001,1.0,3.0,,,,,Feminists have done more harm to the cause of women than good,"
I will try to prove this statement by giving an example of the law of Domestic Violance, which is often regarded to be a great success of the feminist movement. During my visit to the U. S. this fall, I had a chance to experience an interesting situation concerning the law of Domestic Violance. I will tell you a story, which didnt happen to me. I heard it from a person, whom it happened and I know this person rather well. The law of Domestic Violance (understand in California because I think that each state has a slightly different one) may be a good way to get rid of an uncomfortable husband. All of this happened about 2-3 months ago. A wife together with her boyfriend, a former wrestling champion, arranged a plan how to fire her husband from their common residence. As several times before, the wife provoked her husband by cutting by a pair of scissors his credit cards, which arrived in the afternoon mail. To defend her I have to add that these credit cards were common for both of the wife and the husband and that she didnt want to be a part of them. They had several quarrels about it before. So, the husband started to yell at her just in time when her boyfriend was approaching the door with a not too well acted friendly smile. ""How are you, guys, doing ? I was just passing, so I thought ..."", he tried to explane. But soon he changed his tone of voice because the wife told him : ""Nick, he hit me and held me under my neck !"", she pretended. Her boyfriend, twenty years older than she is, but still in a good shape after many years of his wrestling career, started to tremble with anger. ""You, get out of here or Ill kill you. I used to kill people for four bucks during the war in Vietnam, you know ! "", he threatened. He was getting more and more nervous. So, the husband didnt hesitate a minute. He left the house immediately without saying a single word. He didnt want to get hurt or provoke that silly old man. After he left, they called the police together and reported that the husband hit the face of his wife and held her neck. The restraining order has been signed by the judge that the husband cant get closer than 100 feet distance to his own house. What a terrible surprise it was for the husband, when he returned home the next day. The door lock was changed and nobody was at home. So he went to his wifes boyfriends house to get the keys. He thought that his son might have been playing there. He didnt know about the restraining order. His idea was to take some things from his home and move to his friends house before things come to order again. But what happened was really a painfull shock. His 12 year old son, manipulated by his mother and ""uncle Nick"" shut the door in front of his fathers face and called the police. The restraining order was valid for the boyfriends house also. The disappointed husband and father was lucky to escape. He couldnt believe what had happened to him. He remembered the days he spent with his son. There werent many because he worked hard 7 days a week. He remembered how he was buying his new house, all the things he bought to equip it ... What happened to him doesnt happen twice in life. Now there was no possibility for him to return home. There was really no save area in the whole situation. This story seems unbelievable but the worst thing about it is that it happened "" in accordance with the law "". Practically, he couldnt appeal against the judges decision. He didnt have any witnesses, while Nick would say or do anything to gain the wifes liking. He could have hired a lawyer to represent him in a case but with all the charges etc. He decided to let things go by their natural way. Such a case would cost him a lot of money. Actually, with the law as it is, he didnt have a chance to succeed, anyway.
",0.0
